   Step   Time    Walltime(s) Profile
10500000  52.5000    26.9355   ▇▇▇▇▇▇▇▇▇██████████████████████████████▇▇▇▇▇▇▇▇▇
11000000  55.0000    28.2108   ▇▇▇▇▇▇████████████████████████████████████▇▇▇▇▇▇
11500000  57.5000    29.4900   ▇▇▇██████████████████████████████████████████▇▇▇
12000000  60.0000    30.7711   ████████████████████████████████████████████████
12500000  62.5000    32.0558   ████████████████████████████████████████████████
13000000  65.0000    33.3312   ████████████████████████████████████████████████
13500000  67.5000    34.6175   ████████████████████████████████████████████████
14000000  70.0000    35.8965   ████████████████████████████████████████████████
14500000  72.5000    37.1833   ████████████████████████████████████████████████
15000000  75.0000    38.4586   ████████████████████████████████████████████████
15500000  77.5000    39.7429   ████████████████████████████████████████████████
16000000  80.0000    41.0233   ████████████████████████████████████████████████
16500000  82.5000    42.3128   ████████████████████████████████████████████████
17000000  85.0000    43.5924   ████████████████████████████████████████████████
17500000  87.5000    44.8735   ████████████████████████████████████████████████
18000000  90.0000    46.1484   ████████████████████████████████████████████████
18500000  92.5000    47.4343   ████████████████████████████████████████████████
19000000  95.0000    48.7128   ████████████████████████████████████████████████
19500000  97.5000    49.9989   ████████████████████████████████████████████████
20000000 100.0000    51.2798   ████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0008   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     1.2546   ▁▁▁▁▁▁▁▁▁▁▁▁▂▂▂▃▄▅▆▇█████▇▆▅▄▃▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000     2.4878   ▁▁▁▁▁▁▁▁▂▂▂▂▃▄▄▅▆▆▇▇█████▇▇▆▆▅▄▄▃▂▂▂▂▁▁▁▁▁▁▁▁
1500000   7.5000     3.7192   ▁▁▁▁▁▂▂▂▂▃▃▃▄▅▅▆▆▇▇███████▇▇▆▆▅▅▄▃▃▃▂▂▂▂▁▁▁▁▁
2000000  10.0000     4.9534   ▁▁▂▂▂▂▂▃▃▃▄▄▅▅▆▆▇▇▇███████▇▇▇▆▆▅▅▄▄▃▃▃▂▂▂▂▂▁▁
2500000  12.5000     6.1818   ▂▂▂▂▂▃▃▃▄▄▄▅▅▆▆▇▇▇█████████▇▇▇▆▆▅▅▄▄▄▃▃▃▂▂▂▂▂
3000000  15.0000     7.4138   ▂▂▂▃▃▃▃▄▄▄▅▅▆▆▆▇▇▇█████████▇▇▇▆▆▆▅▅▄▄▄▃▃▃▃▂▂▂
3500000  17.5000     8.6451   ▃▃▃▃▃▄▄▄▄▅▅▆▆▆▇▇▇▇█████████▇▇▇▇▆▆▆▅▅▄▄▄▄▃▃▃▃▃
4000000  20.0000     9.8747   ▃▃▄▄▄▄▄▅▅▅▅▆▆▆▇▇▇███████████▇▇▇▆▆▆▅▅▅▅▄▄▄▄▄▃▃
4500000  22.5000    11.1023   ▄▄▄▄▄▄▅▅▅▆▆▆▆▇▇▇▇███████████▇▇▇▇▆▆▆▆▅▅▅▄▄▄▄▄▄
5000000  25.0000    12.3356   ▄▄▄▅▅▅▅▅▆▆▆▆▇▇▇▇▇███████████▇▇▇▇▇▆▆▆▆▅▅▅▅▅▄▄▄
5500000  27.5000    13.5634   ▅▅▅▅▅▅▅▆▆▆▆▇▇▇▇▇█████████████▇▇▇▇▇▆▆▆▆▅▅▅▅▅▅▅
6000000  30.0000    14.7940   ▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇▇█████████████▇▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅
6500000  32.5000    16.0225   ▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇███████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
7000000  35.0000    17.2591   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇███████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆
7500000  37.5000    18.4891   ▆▆▆▆▆▆▇▇▇▇▇▇▇▇█████████████████▇▇▇▇▇▇▇▇▆▆▆▆▆▆
8000000  40.0000    19.7243   ▆▆▆▇▇▇▇▇▇▇▇▇▇███████████████████▇▇▇▇▇▇▇▇▇▇▆▆▆
8500000  42.5000    20.9501   ▇▇▇▇▇▇▇▇▇▇▇▇▇███████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000    22.1788   ▇▇▇▇▇▇▇▇▇▇▇▇█████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000    23.4026   ▇▇▇▇▇▇▇▇▇▇▇███████████████████████▇▇▇▇▇▇▇▇▇▇▇
10000000  50.0000    24.6340   ▇▇▇▇▇▇▇▇▇███████████████████████████▇▇▇▇▇▇▇▇▇
10500000  52.5000    25.8597   ▇▇▇▇▇▇▇▇█████████████████████████████▇▇▇▇▇▇▇▇
11000000  55.0000    27.0889   ▇▇▇▇▇▇█████████████████████████████████▇▇▇▇▇▇
11500000  57.5000    28.3131   ▇▇█████████████████████████████████████████▇▇
12000000  60.0000    29.5455   █████████████████████████████████████████████
12500000  62.5000    30.7707   █████████████████████████████████████████████
13000000  65.0000    32.0005   █████████████████████████████████████████████
13500000  67.5000    33.2254   █████████████████████████████████████████████
14000000  70.0000    34.4562   █████████████████████████████████████████████
14500000  72.5000    35.6817   █████████████████████████████████████████████
15000000  75.0000    36.9113   █████████████████████████████████████████████
15500000  77.5000    38.1355   █████████████████████████████████████████████
16000000  80.0000    39.3694   █████████████████████████████████████████████
16500000  82.5000    40.5922   █████████████████████████████████████████████
17000000  85.0000    41.8166   █████████████████████████████████████████████
17500000  87.5000    43.0347   █████████████████████████████████████████████
18000000  90.0000    44.2597   █████████████████████████████████████████████
18500000  92.5000    45.4806   █████████████████████████████████████████████
19000000  95.0000    46.7061   █████████████████████████████████████████████
19500000  97.5000    47.9254   █████████████████████████████████████████████
20000000 100.0000    49.1490   █████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0008   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     1.2871   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▃▃▄▅▆▇▇████▇▇▆▅▄▃▃▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000     2.5499   ▁▁▁▁▁▁▁▁▁▂▂▂▂▃▃▄▄▅▆▆▇▇██████▇▇▆▆▅▄▄▃▃▂▂▂▂▁▁▁▁▁▁▁▁▁
1500000   7.5000     3.8099   ▁▁▁▁▁▁▂▂▂▂▃▃▃▄▄▅▅▆▆▇▇████████▇▇▆▆▅▅▄▄▃▃▃▂▂▂▂▁▁▁▁▁▁
2000000  10.0000     5.0714   ▁▁▂▂▂▂▂▂▃▃▃▄▄▄▅▅▆▆▇▇▇████████▇▇▇▆▆▅▅▄▄▄▃▃▃▂▂▂▂▂▂▁▁
2500000  12.5000     6.3324   ▂▂▂▂▂▂▃▃▃▄▄▄▅▅▅▆▆▇▇▇█████████▇▇▇▇▆▆▅▅▅▄▄▄▃▃▃▂▂▂▂▂▂
3000000  15.0000     7.5951   ▂▂▂▃▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▃▃▃▃▃▂▂▂
3500000  17.5000     8.8601   ▃▃▃▃▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▃
4000000  20.0000    10.1208   ▃▃▃▄▄▄▄▄▅▅▅▅▆▆▆▇▇▇▇████████████▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▄▃▃▃
4500000  22.5000    11.3831   ▄▄▄▄▄▄▅▅▅▅▅▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▅▅▅▅▅▄▄▄▄▄▄
5000000  25.0000    12.6439   ▄▄▄▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▄▄▄
5500000  27.5000    13.9039   ▅▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇██████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▅
6000000  30.0000    15.1646   ▅▅▅▅▅▆▆▆▆▆▆▆▇▇▇▇▇▇██████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▅▅▅▅▅
6500000  32.5000    16.4293   ▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆
7000000  35.0000    17.6887   ▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
7500000  37.5000    18.9515   ▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆
8000000  40.0000    20.2127   ▆▆▆▇▇▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆
8500000  42.5000    21.4779   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000    22.7377   ▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000    24.0004   ▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
10000000  50.0000    25.2617   ▇▇▇▇▇▇▇▇▇▇▇████████████████████████████▇▇▇▇▇▇▇▇▇▇▇
10500000  52.5000    26.5272   ▇▇▇▇▇▇▇▇▇████████████████████████████████▇▇▇▇▇▇▇▇▇
11000000  55.0000    27.7904   ▇▇▇▇▇▇▇████████████████████████████████████▇▇▇▇▇▇▇
11500000  57.5000    29.0509   ▇▇▇████████████████████████████████████████████▇▇▇
12000000  60.0000    30.3084   ██████████████████████████████████████████████████
12500000  62.5000    31.5684   ██████████████████████████████████████████████████
13000000  65.0000    32.8230   ██████████████████████████████████████████████████
13500000  67.5000    34.0824   ██████████████████████████████████████████████████
14000000  70.0000    35.3395   ██████████████████████████████████████████████████
14500000  72.5000    36.5969   ██████████████████████████████████████████████████
15000000  75.0000    37.8521   ██████████████████████████████████████████████████
15500000  77.5000    39.1100   ██████████████████████████████████████████████████
16000000  80.0000    40.3690   ██████████████████████████████████████████████████
16500000  82.5000    41.6263   ██████████████████████████████████████████████████
17000000  85.0000    42.8817   ██████████████████████████████████████████████████
17500000  87.5000    44.1385   ██████████████████████████████████████████████████
18000000  90.0000    45.3989   ██████████████████████████████████████████████████
18500000  92.5000    46.6550   ██████████████████████████████████████████████████
19000000  95.0000    47.9139   ██████████████████████████████████████████████████
19500000  97.5000    49.1683   ██████████████████████████████████████████████████
20000000 100.0000    50.4234   ██████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0010   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     1.2584   ▁▁▁▁▁▁▁▁▁▁▁▁▂▂▃▃▄▅▆▇████▇▆▅▄▃▃▂▂▁▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000     2.4946   ▁▁▁▁▁▁▁▁▂▂▂▃▃▄▄▅▆▇▇██████▇▇▆▅▄▄▃▃▂▂▂▁▁▁▁▁▁▁▁
1500000   7.5000     3.7307   ▁▁▁▁▁▂▂▂▂▃▃▄▄▅▅▆▆▇▇██████▇▇▆▆▅▅▄▄▃▃▂▂▂▂▁▁▁▁▁
2000000  10.0000     4.9706   ▁▁▂▂▂▂▂▃▃▃▄▄▅▅▆▆▇▇████████▇▇▆▆▅▅▄▄▃▃▃▂▂▂▂▂▁▁
2500000  12.5000     6.2074   ▂▂▂▂▂▃▃▃▄▄▄▅▅▆▆▇▇▇████████▇▇▇▆▆▅▅▄▄▄▃▃▃▂▂▂▂▂
3000000  15.0000     7.4457   ▂▂▂▃▃▃▃▄▄▄▅▅▆▆▇▇▇▇████████▇▇▇▆▆▆▅▅▄▄▄▃▃▃▃▂▂▂
3500000  17.5000     8.6836   ▃▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▃▃▃▃▃
4000000  20.0000     9.9268   ▃▃▄▄▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▄▃▃
4500000  22.5000    11.1656   ▄▄▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▆▅▅▅▅▄▄▄▄▄
5000000  25.0000    12.4084   ▄▄▄▅▅▅▅▅▆▆▆▆▇▇▇▇████████████▇▇▇▇▆▆▆▆▅▅▅▅▅▄▄▄
5500000  27.5000    13.6473   ▅▅▅▅▅▅▅▆▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▆▅▅▅▅▅▅▅
6000000  30.0000    14.8909   ▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇██████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅
6500000  32.5000    16.1344   ▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇██████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
7000000  35.0000    17.3768   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇████████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆
7500000  37.5000    18.6186   ▆▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▇▆▆▆▆▆▆
8000000  40.0000    19.8590   ▆▆▆▇▇▇▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▇▇▇▆▆▆
8500000  42.5000    21.0979   ▇▇▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000    22.3335   ▇▇▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000    23.5679   ▇▇▇▇▇▇▇▇▇▇████████████████████████▇▇▇▇▇▇▇▇▇▇
10000000  50.0000    24.8063   ▇▇▇▇▇▇▇▇▇██████████████████████████▇▇▇▇▇▇▇▇▇
10500000  52.5000    26.0411   ▇▇▇▇▇▇▇▇████████████████████████████▇▇▇▇▇▇▇▇
11000000  55.0000    27.2748   ▇▇▇▇▇▇████████████████████████████████▇▇▇▇▇▇
11500000  57.5000    28.5100   ▇▇████████████████████████████████████████▇▇
12000000  60.0000    29.7469   ████████████████████████████████████████████
12500000  62.5000    30.9841   ████████████████████████████████████████████
13000000  65.0000    32.2233   ████████████████████████████████████████████
13500000  67.5000    33.4612   ████████████████████████████████████████████
14000000  70.0000    34.7020   ████████████████████████████████████████████
14500000  72.5000    35.9462   ████████████████████████████████████████████
15000000  75.0000    37.1854   ████████████████████████████████████████████
15500000  77.5000    38.4215   ████████████████████████████████████████████
16000000  80.0000    39.6622   ████████████████████████████████████████████
16500000  82.5000    40.8989   ████████████████████████████████████████████
17000000  85.0000    42.1361   ████████████████████████████████████████████
17500000  87.5000    43.3674   ████████████████████████████████████████████
18000000  90.0000    44.6067   ████████████████████████████████████████████
18500000  92.5000    45.8414   ████████████████████████████████████████████
19000000  95.0000    47.0876   ████████████████████████████████████████████
19500000  97.5000    48.3265   ████████████████████████████████████████████
20000000 100.0000    49.5698   ████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0011   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     1.2972   ▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▂▃▄▅▆▇▇████▇▇▆▅▄▃▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000     2.5691   ▁▁▁▁▁▁▁▁▁▂▂▂▃▃▄▄▅▅▆▇▇██████▇▇▆▅▅▄▄▃▃▂▂▂▁▁▁▁▁▁▁▁▁
1500000   7.5000     3.8424   ▁▁▁▁▁▁▂▂▂▂▃▃▄▄▅▅▆▆▇▇▇██████▇▇▇▆▆▅▅▄▄▃▃▂▂▂▂▁▁▁▁▁▁
2000000  10.0000     5.1167   ▁▁▂▂▂▂▂▂▃▃▃▄▄▅▅▆▆▇▇▇████████▇▇▇▆▆▅▅▄▄▃▃▃▂▂▂▂▂▂▁▁
2500000  12.5000     6.3892   ▂▂▂▂▂▂▃▃▃▄▄▄▅▅▆▆▆▇▇▇████████▇▇▇▆▆▆▅▅▄▄▄▃▃▃▂▂▂▂▂▂
3000000  15.0000     7.6626   ▂▂▂▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▃▃▃▃▂▂▂
3500000  17.5000     8.9397   ▃▃▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▅▅▅▄▄▄▃▃▃▃▃▃
4000000  20.0000    10.2141   ▃▃▃▄▄▄▄▄▅▅▅▆▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▆▅▅▅▄▄▄▄▄▃▃▃
4500000  22.5000    11.4866   ▄▄▄▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇████████████▇▇▇▇▆▆▆▆▅▅▅▅▄▄▄▄▄▄
5000000  25.0000    12.7626   ▄▄▄▅▅▅▅▅▅▆▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▆▅▅▅▅▅▅▄▄▄
5500000  27.5000    14.0394   ▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇██████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅
6000000  30.0000    15.3199   ▅▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇██████████████▇▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅▅
6500000  32.5000    16.5940   ▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇████████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆
7000000  35.0000    17.8719   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆
7500000  37.5000    19.1483   ▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆
8000000  40.0000    20.4263   ▆▆▆▇▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇▇▆▆▆
8500000  42.5000    21.7025   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000    22.9797   ▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000    24.2567   ▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
10000000  50.0000    25.5382   ▇▇▇▇▇▇▇▇▇▇████████████████████████████▇▇▇▇▇▇▇▇▇▇
10500000  52.5000    26.8138   ▇▇▇▇▇▇▇▇▇██████████████████████████████▇▇▇▇▇▇▇▇▇
11000000  55.0000    28.0917   ▇▇▇▇▇▇████████████████████████████████████▇▇▇▇▇▇
11500000  57.5000    29.3679   ▇▇▇██████████████████████████████████████████▇▇▇
12000000  60.0000    30.6451   ████████████████████████████████████████████████
12500000  62.5000    31.9203   ████████████████████████████████████████████████
13000000  65.0000    33.1980   ████████████████████████████████████████████████
13500000  67.5000    34.4710   ████████████████████████████████████████████████
14000000  70.0000    35.7471   ████████████████████████████████████████████████
14500000  72.5000    37.0221   ████████████████████████████████████████████████
15000000  75.0000    38.2959   ████████████████████████████████████████████████
15500000  77.5000    39.5672   ████████████████████████████████████████████████
16000000  80.0000    40.8440   ████████████████████████████████████████████████
16500000  82.5000    42.1153   ████████████████████████████████████████████████
17000000  85.0000    43.3887   ████████████████████████████████████████████████
17500000  87.5000    44.6622   ████████████████████████████████████████████████
18000000  90.0000    45.9348   ████████████████████████████████████████████████
18500000  92.5000    47.2098   ████████████████████████████████████████████████
19000000  95.0000    48.4818   ████████████████████████████████████████████████
19500000  97.5000    49.7555   ████████████████████████████████████████████████
20000000 100.0000    51.0301   ████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0009   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     1.2607   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▂▃▃▄▅▆▇▇████▇▇▆▅▄▃▃▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000     2.5014   ▁▁▁▁▁▁▁▁▁▁▂▂▂▃▃▃▄▅▅▆▆▇▇██████▇▇▆▆▅▅▄▃▃▃▂▂▂▁▁▁▁▁▁▁▁▁▁
1500000   7.5000     3.7372   ▁▁▁▁▁▁▂▂▂▂▂▃▃▄▄▄▅▅▆▆▇▇████████▇▇▆▆▅▅▄▄▄▃▃▂▂▂▂▂▁▁▁▁▁▁
2000000  10.0000     4.9762   ▁▁▂▂▂▂▂▂▃▃▃▃▄▄▅▅▆▆▆▇▇▇████████▇▇▇▆▆▆▅▅▄▄▃▃▃▃▂▂▂▂▂▁▁▁
2500000  12.5000     6.2119   ▂▂▂▂▂▂▃▃▃▃▄▄▄▅▅▆▆▆▇▇▇██████████▇▇▇▆▆▆▅▅▄▄▄▃▃▃▃▂▂▂▂▂▂
3000000  15.0000     7.4482   ▂▂▂▃▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▅▅▅▄▄▄▃▃▃▃▃▂▂▂
3500000  17.5000     8.6825   ▃▃▃▃▃▃▄▄▄▄▅▅▅▆▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▃
4000000  20.0000     9.9187   ▃▃▃▄▄▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇████████████▇▇▇▇▆▆▆▆▅▅▅▅▄▄▄▄▄▃▃▃
4500000  22.5000    11.1506   ▄▄▄▄▄▄▅▅▅▅▅▆▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▆▅▅▅▅▅▄▄▄▄▄▄
5000000  25.0000    12.3913   ▄▄▄▅▅▅▅▅▅▅▆▆▆▆▇▇▇▇▇██████████████▇▇▇▇▇▆▆▆▆▅▅▅▅▅▅▅▄▄▄
5500000  27.5000    13.6249   ▅▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇▇██████████████▇▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▅
6000000  30.0000    14.8645   ▅▅▅▅▅▆▆▆▆▆▆▆▇▇▇▇▇▇████████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▅▅▅▅▅
6500000  32.5000    16.0959   ▆▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆
7000000  35.0000    17.3304   ▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
7500000  37.5000    18.5609   ▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆
8000000  40.0000    19.7951   ▆▆▆▆▇▇▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆
8500000  42.5000    21.0276   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000    22.2647   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000    23.4969   ▇▇▇▇▇▇▇▇▇▇▇▇███████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
10000000  50.0000    24.7323   ▇▇▇▇▇▇▇▇▇▇▇██████████████████████████████▇▇▇▇▇▇▇▇▇▇▇
10500000  52.5000    25.9621   ▇▇▇▇▇▇▇▇▇██████████████████████████████████▇▇▇▇▇▇▇▇▇
11000000  55.0000    27.1934   ▇▇▇▇▇▇▇██████████████████████████████████████▇▇▇▇▇▇▇
11500000  57.5000    28.4236   ▇▇▇██████████████████████████████████████████████▇▇▇
12000000  60.0000    29.6581   ████████████████████████████████████████████████████
12500000  62.5000    30.8893   ████████████████████████████████████████████████████
13000000  65.0000    32.1256   ████████████████████████████████████████████████████
13500000  67.5000    33.3555   ████████████████████████████████████████████████████
14000000  70.0000    34.5911   ████████████████████████████████████████████████████
14500000  72.5000    35.8218   ████████████████████████████████████████████████████
15000000  75.0000    37.0573   ████████████████████████████████████████████████████
15500000  77.5000    38.2878   ████████████████████████████████████████████████████
16000000  80.0000    39.5243   ████████████████████████████████████████████████████
16500000  82.5000    40.7573   ████████████████████████████████████████████████████
17000000  85.0000    41.9904   ████████████████████████████████████████████████████
17500000  87.5000    43.2279   ████████████████████████████████████████████████████
18000000  90.0000    44.4661   ████████████████████████████████████████████████████
18500000  92.5000    45.7036   ████████████████████████████████████████████████████
19000000  95.0000    46.9426   ████████████████████████████████████████████████████
19500000  97.5000    48.1778   ████████████████████████████████████████████████████
20000000 100.0000    49.4135   ████████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0012   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     1.3055   ▁▁▁▁▁▁▁▁▁▁▁▂▂▂▃▄▅▆▇████▇▆▅▄▃▂▂▂▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000     2.5822   ▁▁▁▁▁▁▁▁▂▂▂▃▃▄▅▆▆▇██████▇▆▆▅▄▃▃▂▂▂▁▁▁▁▁▁▁▁
1500000   7.5000     3.8569   ▁▁▁▁▁▂▂▂▂▃▃▄▄▅▆▆▇▇██████▇▇▆▆▅▄▄▃▃▂▂▂▂▁▁▁▁▁
2000000  10.0000     5.1378   ▁▁▂▂▂▂▂▃▃▄▄▅▅▆▆▇▇████████▇▇▆▆▅▅▄▄▃▃▂▂▂▂▂▁▁
2500000  12.5000     6.4130   ▂▂▂▂▂▃▃▃▄▄▅▅▆▆▇▇▇████████▇▇▇▆▆▅▅▄▄▃▃▃▂▂▂▂▂
3000000  15.0000     7.6922   ▂▂▃▃▃▃▄▄▄▅▅▆▆▆▇▇▇████████▇▇▇▆▆▆▅▅▄▄▄▃▃▃▃▂▂
3500000  17.5000     8.9708   ▃▃▃▃▃▄▄▄▅▅▅▆▆▇▇▇██████████▇▇▇▆▆▅▅▅▄▄▄▃▃▃▃▃
4000000  20.0000    10.2481   ▃▃▄▄▄▄▄▅▅▅▆▆▆▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▄▄▃▃
