   Step   Time    Walltime(s) Profile
3500000  17.5000    54.7595   ▃▃▃▃▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇▇███████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▃
4000000  20.0000    62.5711   ▃▃▃▄▄▄▄▄▅▅▅▅▆▆▆▇▇▇▇▇███████████▇▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▄▃▃▃
4500000  22.5000    70.3802   ▄▄▄▄▄▄▅▅▅▅▅▆▆▆▆▇▇▇▇█████████████▇▇▇▇▆▆▆▆▅▅▅▅▅▄▄▄▄▄▄
5000000  25.0000    78.1864   ▄▄▄▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇█████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▄▄▄
5500000  27.5000    85.9913   ▅▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇▇█████████████▇▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▅
6000000  30.0000    93.7993   ▅▅▅▅▅▆▆▆▆▆▆▆▇▇▇▇▇▇███████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▅▅▅▅▅
6500000  32.5000   101.6042   ▆▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇█████████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆
7000000  35.0000   109.4113   ▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇█████████████████▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
7500000  37.5000   117.2203   ▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇███████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆
8000000  40.0000   125.0289   ▆▆▆▇▇▇▇▇▇▇▇▇▇▇▇█████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▆▆▆
8500000  42.5000   132.8358   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇███████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000   140.6399   ▇▇▇▇▇▇▇▇▇▇▇▇▇█████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000   148.4464   ▇▇▇▇▇▇▇▇▇▇▇▇███████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
10000000  50.0000   156.2553   ▇▇▇▇▇▇▇▇▇▇▇█████████████████████████████▇▇▇▇▇▇▇▇▇▇▇
10500000  52.5000   164.0645   ▇▇▇▇▇▇▇▇▇█████████████████████████████████▇▇▇▇▇▇▇▇▇
11000000  55.0000   171.8705   ▇▇▇▇▇▇▇█████████████████████████████████████▇▇▇▇▇▇▇
11500000  57.5000   179.6803   ▇▇▇█████████████████████████████████████████████▇▇▇
12000000  60.0000   187.5275   ███████████████████████████████████████████████████
12500000  62.5000   195.3342   ███████████████████████████████████████████████████
13000000  65.0000   203.1432   ███████████████████████████████████████████████████
13500000  67.5000   210.9580   ███████████████████████████████████████████████████
14000000  70.0000   218.7648   ███████████████████████████████████████████████████
14500000  72.5000   226.5747   ███████████████████████████████████████████████████
15000000  75.0000   234.3822   ███████████████████████████████████████████████████
15500000  77.5000   242.1938   ███████████████████████████████████████████████████
16000000  80.0000   249.9977   ███████████████████████████████████████████████████
16500000  82.5000   257.8033   ███████████████████████████████████████████████████
17000000  85.0000   265.6097   ███████████████████████████████████████████████████
17500000  87.5000   273.4153   ███████████████████████████████████████████████████
18000000  90.0000   281.2196   ███████████████████████████████████████████████████
18500000  92.5000   289.0262   ███████████████████████████████████████████████████
19000000  95.0000   296.8330   ███████████████████████████████████████████████████
19500000  97.5000   304.6467   ███████████████████████████████████████████████████
20000000 100.0000   312.4552   ███████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0102   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     7.8942   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▂▃▄▄▅▆▇▇████▇▇▆▅▄▄▃▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000    15.7012   ▁▁▁▁▁▁▁▁▁▁▂▂▂▂▃▃▄▄▅▅▆▆▇▇██████▇▇▆▆▅▅▄▄▃▃▂▂▂▂▁▁▁▁▁▁▁▁▁▁
1500000   7.5000    23.5022   ▁▁▁▁▁▁▂▂▂▂▂▃▃▃▄▄▅▅▆▆▇▇▇████████▇▇▇▆▆▅▅▄▄▃▃▃▂▂▂▂▂▁▁▁▁▁▁
2000000  10.0000    31.3064   ▁▁▁▂▂▂▂▂▂▃▃▃▄▄▄▅▅▆▆▇▇▇▇████████▇▇▇▇▆▆▅▅▄▄▄▃▃▃▂▂▂▂▂▂▁▁▁
2500000  12.5000    39.1081   ▂▂▂▂▂▂▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▃▃▃▃▂▂▂▂▂▂
3000000  15.0000    46.9124   ▂▂▂▃▃▃▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▂▂▂
3500000  17.5000    54.7084   ▃▃▃▃▃▃▄▄▄▄▅▅▅▅▆▆▆▇▇▇▇████████████▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▃▃▃▃▃▃
4000000  20.0000    62.5090   ▃▃▃▄▄▄▄▄▄▅▅▅▅▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▄▄▃▃▃
4500000  22.5000    70.3103   ▄▄▄▄▄▄▄▅▅▅▅▆▆▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▄▄▄▄▄▄▄
5000000  25.0000    78.1078   ▄▄▄▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇██████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▄▄▄
5500000  27.5000    85.9063   ▅▅▅▅▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇██████████████▇▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅▅▅▅▅
6000000  30.0000    93.7026   ▅▅▅▅▅▆▆▆▆▆▆▆▆▇▇▇▇▇▇████████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆▅▅▅▅▅
6500000  32.5000   101.5005   ▆▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆
7000000  35.0000   109.2980   ▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
7500000  37.5000   117.1010   ▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆
8000000  40.0000   124.8950   ▆▆▆▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▆▆▆
8500000  42.5000   132.6901   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000   140.4849   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000   148.3269   ▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
10000000  50.0000   156.1198   ▇▇▇▇▇▇▇▇▇▇▇████████████████████████████████▇▇▇▇▇▇▇▇▇▇▇
10500000  52.5000   163.9161   ▇▇▇▇▇▇▇▇▇████████████████████████████████████▇▇▇▇▇▇▇▇▇
11000000  55.0000   171.7119   ▇▇▇▇▇▇▇████████████████████████████████████████▇▇▇▇▇▇▇
11500000  57.5000   179.5155   ▇▇██████████████████████████████████████████████████▇▇
12000000  60.0000   187.3108   ██████████████████████████████████████████████████████
12500000  62.5000   195.1054   ██████████████████████████████████████████████████████
13000000  65.0000   202.9013   ██████████████████████████████████████████████████████
13500000  67.5000   210.6993   ██████████████████████████████████████████████████████
14000000  70.0000   218.4952   ██████████████████████████████████████████████████████
14500000  72.5000   226.2915   ██████████████████████████████████████████████████████
15000000  75.0000   234.0874   ██████████████████████████████████████████████████████
15500000  77.5000   241.8875   ██████████████████████████████████████████████████████
16000000  80.0000   249.6828   ██████████████████████████████████████████████████████
16500000  82.5000   257.4790   ██████████████████████████████████████████████████████
17000000  85.0000   265.2722   ██████████████████████████████████████████████████████
17500000  87.5000   273.0710   ██████████████████████████████████████████████████████
18000000  90.0000   280.8673   ██████████████████████████████████████████████████████
18500000  92.5000   288.6630   ██████████████████████████████████████████████████████
19000000  95.0000   296.4622   ██████████████████████████████████████████████████████
19500000  97.5000   304.2608   ██████████████████████████████████████████████████████
20000000 100.0000   312.0583   ██████████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0114   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     7.9084   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▂▃▄▄▅▆▇▇█████▇▇▆▅▄▄▃▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000    15.7235   ▁▁▁▁▁▁▁▁▁▁▁▂▂▂▂▃▃▄▄▅▅▆▆▇▇███████▇▇▆▆▅▅▄▄▃▃▂▂▂▂▁▁▁▁▁▁▁▁▁▁▁
1500000   7.5000    23.5318   ▁▁▁▁▁▁▁▂▂▂▂▂▃▃▃▄▄▅▅▆▆▆▇▇█████████▇▇▆▆▆▅▅▄▄▃▃▃▂▂▂▂▂▁▁▁▁▁▁▁
2000000  10.0000    31.3403   ▁▁▁▂▂▂▂▂▂▃▃▃▃▄▄▅▅▅▆▆▆▇▇▇█████████▇▇▇▆▆▆▅▅▅▄▄▃▃▃▃▂▂▂▂▂▂▁▁▁
2500000  12.5000    39.1451   ▂▂▂▂▂▂▂▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇███████████▇▇▇▆▆▆▅▅▅▄▄▄▃▃▃▃▂▂▂▂▂▂▂
3000000  15.0000    46.9538   ▂▂▂▃▃▃▃▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇▇███████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▃▂▂▂
3500000  17.5000    54.7617   ▃▃▃▃▃▃▃▄▄▄▄▅▅▅▅▆▆▆▇▇▇▇▇███████████▇▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▃▃▃▃▃▃▃
4000000  20.0000    62.5654   ▃▃▃▄▄▄▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇▇█████████████▇▇▇▇▇▆▆▆▆▅▅▅▅▄▄▄▄▄▄▃▃▃
4500000  22.5000    70.3739   ▄▄▄▄▄▄▄▅▅▅▅▅▆▆▆▆▇▇▇▇▇▇█████████████▇▇▇▇▇▇▆▆▆▆▅▅▅▅▅▄▄▄▄▄▄▄
5000000  25.0000    78.1766   ▄▄▄▄▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇███████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▄▄▄▄
5500000  27.5000    85.9828   ▅▅▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇▇▇███████████████▇▇▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▅▅
6000000  30.0000    93.7853   ▅▅▅▅▅▅▆▆▆▆▆▆▆▇▇▇▇▇▇▇█████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▅▅▅▅▅▅
6500000  32.5000   101.5890   ▆▆▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇█████████████████▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆▆
7000000  35.0000   109.3934   ▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇███████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆
7500000  37.5000   117.2463   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇▇█████████████████████▇▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆
8000000  40.0000   125.0520   ▆▆▆▆▇▇▇▇▇▇▇▇▇▇▇▇▇███████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆
8500000  42.5000   132.8560   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇█████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000   140.6589   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇███████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000   148.4648   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇█████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
10000000  50.0000   156.2672   ▇▇▇▇▇▇▇▇▇▇▇▇█████████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
10500000  52.5000   164.0712   ▇▇▇▇▇▇▇▇▇▇█████████████████████████████████████▇▇▇▇▇▇▇▇▇▇
11000000  55.0000   171.8732   ▇▇▇▇▇▇▇███████████████████████████████████████████▇▇▇▇▇▇▇
11500000  57.5000   179.6799   ▇▇█████████████████████████████████████████████████████▇▇
12000000  60.0000   187.4805   █████████████████████████████████████████████████████████
12500000  62.5000   195.2843   █████████████████████████████████████████████████████████
13000000  65.0000   203.0900   █████████████████████████████████████████████████████████
13500000  67.5000   210.8930   █████████████████████████████████████████████████████████
14000000  70.0000   218.6972   █████████████████████████████████████████████████████████
14500000  72.5000   226.5018   █████████████████████████████████████████████████████████
15000000  75.0000   234.3051   █████████████████████████████████████████████████████████
15500000  77.5000   242.1089   █████████████████████████████████████████████████████████
16000000  80.0000   249.9105   █████████████████████████████████████████████████████████
16500000  82.5000   257.7142   █████████████████████████████████████████████████████████
17000000  85.0000   265.5191   █████████████████████████████████████████████████████████
17500000  87.5000   273.3237   █████████████████████████████████████████████████████████
18000000  90.0000   281.1289   █████████████████████████████████████████████████████████
18500000  92.5000   288.9314   █████████████████████████████████████████████████████████
19000000  95.0000   296.7378   █████████████████████████████████████████████████████████
19500000  97.5000   304.5470   █████████████████████████████████████████████████████████
20000000 100.0000   312.3505   █████████████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0121   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     7.9035   ▁▁▁▁▁▁▁▁▁▁▁▂▂▃▄▅▆▇████▇▆▅▄▃▂▂▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000    15.7126   ▁▁▁▁▁▁▁▂▂▂▃▃▄▅▅▆▇██████▇▆▅▅▄▃▃▂▂▂▁▁▁▁▁▁▁
1500000   7.5000    23.5140   ▁▁▁▁▁▂▂▂▃▃▄▄▅▆▆▇▇██████▇▇▆▆▅▄▄▃▃▂▂▂▁▁▁▁▁
2000000  10.0000    31.3142   ▁▁▂▂▂▂▃▃▃▄▄▅▅▆▇▇▇██████▇▇▇▆▆▅▄▄▃▃▃▂▂▂▂▁▁
2500000  12.5000    39.1095   ▂▂▂▂▂▃▃▄▄▄▅▅▆▆▇▇████████▇▇▆▆▅▅▄▄▄▃▃▂▂▂▂▂
3000000  15.0000    46.9092   ▂▂▃▃▃▃▄▄▄▅▅▆▆▇▇▇████████▇▇▇▆▆▅▅▄▄▄▃▃▃▃▂▂
3500000  17.5000    54.7052   ▃▃▃▃▃▄▄▄▅▅▆▆▆▇▇▇████████▇▇▇▆▆▆▅▅▄▄▄▃▃▃▃▃
4000000  20.0000    62.5003   ▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▄▃▃
4500000  22.5000    70.2990   ▄▄▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▄
5000000  25.0000    78.1382   ▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▆▅▅▅▅▄▄▄
5500000  27.5000    85.9293   ▅▅▅▅▅▅▆▆▆▆▇▇▇▇████████████▇▇▇▇▆▆▆▆▅▅▅▅▅▅
6000000  30.0000    93.7230   ▅▅▅▅▆▆▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅
6500000  32.5000   101.5170   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆
7000000  35.0000   109.3162   ▆▆▆▆▆▆▆▇▇▇▇▇▇██████████████▇▇▇▇▇▇▆▆▆▆▆▆▆
7500000  37.5000   117.1176   ▆▆▆▆▆▇▇▇▇▇▇▇▇██████████████▇▇▇▇▇▇▇▇▆▆▆▆▆
8000000  40.0000   124.9119   ▆▆▆▇▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▇▇▆▆▆
8500000  42.5000   132.7067   ▇▇▇▇▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000   140.5032   ▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇
9500000  47.5000   148.2961   ▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇
10000000  50.0000   156.0882   ▇▇▇▇▇▇▇▇████████████████████████▇▇▇▇▇▇▇▇
10500000  52.5000   163.8825   ▇▇▇▇▇▇▇██████████████████████████▇▇▇▇▇▇▇
11000000  55.0000   171.6790   ▇▇▇▇▇██████████████████████████████▇▇▇▇▇
11500000  57.5000   179.4775   ▇▇████████████████████████████████████▇▇
12000000  60.0000   187.2700   ████████████████████████████████████████
12500000  62.5000   195.0626   ████████████████████████████████████████
13000000  65.0000   202.8572   ████████████████████████████████████████
13500000  67.5000   210.6492   ████████████████████████████████████████
14000000  70.0000   218.4430   ████████████████████████████████████████
14500000  72.5000   226.2332   ████████████████████████████████████████
15000000  75.0000   234.0261   ████████████████████████████████████████
15500000  77.5000   241.8220   ████████████████████████████████████████
16000000  80.0000   249.6122   ████████████████████████████████████████
16500000  82.5000   257.4026   ████████████████████████████████████████
17000000  85.0000   265.1937   ████████████████████████████████████████
17500000  87.5000   272.9856   ████████████████████████████████████████
18000000  90.0000   280.7787   ████████████████████████████████████████
18500000  92.5000   288.5721   ████████████████████████████████████████
19000000  95.0000   296.3639   ████████████████████████████████████████
19500000  97.5000   304.1624   ████████████████████████████████████████
20000000 100.0000   311.9597   ████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0132   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     7.9102   ▁▁▁▁▁▁▁▁▁▁▁▂▂▂▃▄▅▆▇████▇▆▅▄▃▂▂▂▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000    15.7156   ▁▁▁▁▁▁▁▁▂▂▂▃▃▄▅▆▆▇██████▇▆▆▅▄▃▃▂▂▂▁▁▁▁▁▁▁▁
1500000   7.5000    23.5123   ▁▁▁▁▁▂▂▂▂▃▃▄▄▅▆▆▇▇██████▇▇▆▆▅▅▄▃▃▂▂▂▂▁▁▁▁▁
2000000  10.0000    31.3097   ▁▁▂▂▂▂▂▃▃▄▄▅▅▆▆▇▇████████▇▇▆▆▅▅▄▄▃▃▂▂▂▂▂▁▁
2500000  12.5000    39.1058   ▂▂▂▂▂▃▃▃▄▄▅▅▆▆▇▇▇████████▇▇▇▆▆▅▅▄▄▃▃▃▂▂▂▂▂
3000000  15.0000    46.9495   ▂▂▃▃▃▃▄▄▄▅▅▆▆▆▇▇▇████████▇▇▇▆▆▆▅▅▄▄▄▃▃▃▃▂▂
3500000  17.5000    54.7455   ▃▃▃▃▃▄▄▄▅▅▅▆▆▇▇▇██████████▇▇▇▆▆▅▅▅▄▄▄▃▃▃▃▃
4000000  20.0000    62.5414   ▃▃▄▄▄▄▄▅▅▅▆▆▆▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▄▄▃▃
4500000  22.5000    70.3457   ▄▄▄▄▄▅▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▄
5000000  25.0000    78.1421   ▄▄▄▅▅▅▅▅▆▆▆▇▇▇▇▇███████████▇▇▇▇▆▆▆▅▅▅▅▅▄▄▄
5500000  27.5000    85.9360   ▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇████████████▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅
6000000  30.0000    93.7300   ▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅
6500000  32.5000   101.5236   ▆▆▆▆▆▆▆▆▆▇▇▇▇▇██████████████▇▇▇▇▇▆▆▆▆▆▆▆▆▆
7000000  35.0000   109.3188   ▆▆▆▆▆▆▆▇▇▇▇▇▇▇██████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆
7500000  37.5000   117.1211   ▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▇▆▆▆▆▆
8000000  40.0000   124.9137   ▆▆▆▇▇▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▇▇▇▆▆▆
8500000  42.5000   132.7049   ▇▇▇▇▇▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000   140.4998   ▇▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000   148.2924   ▇▇▇▇▇▇▇▇▇▇██████████████████████▇▇▇▇▇▇▇▇▇▇
10000000  50.0000   156.0850   ▇▇▇▇▇▇▇▇▇████████████████████████▇▇▇▇▇▇▇▇▇
10500000  52.5000   163.8793   ▇▇▇▇▇▇▇████████████████████████████▇▇▇▇▇▇▇
11000000  55.0000   171.6703   ▇▇▇▇▇████████████████████████████████▇▇▇▇▇
11500000  57.5000   179.4687   ▇▇██████████████████████████████████████▇▇
12000000  60.0000   187.2605   ██████████████████████████████████████████
12500000  62.5000   195.0540   ██████████████████████████████████████████
13000000  65.0000   202.8453   ██████████████████████████████████████████
13500000  67.5000   210.6373   ██████████████████████████████████████████
14000000  70.0000   218.4304   ██████████████████████████████████████████
14500000  72.5000   226.2216   ██████████████████████████████████████████
15000000  75.0000   234.0118   ██████████████████████████████████████████
15500000  77.5000   241.8069   ██████████████████████████████████████████
16000000  80.0000   249.5960   ██████████████████████████████████████████
16500000  82.5000   257.3873   ██████████████████████████████████████████
17000000  85.0000   265.1774   ██████████████████████████████████████████
17500000  87.5000   272.9651   ██████████████████████████████████████████
18000000  90.0000   280.7551   ██████████████████████████████████████████
18500000  92.5000   288.5457   ██████████████████████████████████████████
19000000  95.0000   296.3364   ██████████████████████████████████████████
19500000  97.5000   304.1304   ██████████████████████████████████████████
20000000 100.0000   311.9179   ██████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0124   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     7.9704   ▁▁▁▁▁▁▁▁▁▁▁▁▂▂▃▃▄▅▆▇████▇▆▅▄▃▃▂▂▁▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000    15.7867   ▁▁▁▁▁▁▁▁▂▂▂▃▃▄▄▅▆▇▇██████▇▇▆▅▄▄▃▃▂▂▂▁▁▁▁▁▁▁▁
1500000   7.5000    23.5879   ▁▁▁▁▁▂▂▂▂▃▃▄▄▅▅▆▆▇▇██████▇▇▆▆▅▅▄▄▃▃▂▂▂▂▁▁▁▁▁
2000000  10.0000    31.3812   ▁▁▂▂▂▂▂▃▃▃▄▄▅▅▆▆▇▇████████▇▇▆▆▅▅▄▄▃▃▃▂▂▂▂▂▁▁
2500000  12.5000    39.1793   ▂▂▂▂▂▃▃▃▄▄▄▅▅▆▆▇▇▇████████▇▇▇▆▆▅▅▄▄▄▃▃▃▂▂▂▂▂
3000000  15.0000    46.9790   ▂▂▂▃▃▃▃▄▄▄▅▅▆▆▆▇▇▇████████▇▇▇▆▆▆▅▅▄▄▄▃▃▃▃▂▂▂
3500000  17.5000    54.7735   ▃▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▃▃▃▃▃
4000000  20.0000    62.5678   ▃▃▄▄▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▄▃▃
4500000  22.5000    70.3700   ▄▄▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▆▅▅▅▅▄▄▄▄▄
5000000  25.0000    78.1622   ▄▄▄▅▅▅▅▅▆▆▆▆▇▇▇▇████████████▇▇▇▇▆▆▆▆▅▅▅▅▅▄▄▄
5500000  27.5000    85.9545   ▅▅▅▅▅▅▅▆▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▆▅▅▅▅▅▅▅
6000000  30.0000    93.7492   ▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇██████████████▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅
6500000  32.5000   101.5451   ▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇██████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
7000000  35.0000   109.3374   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇████████████████▇▇▇▇▇▇▆▆▆▆▆▆▆▆
7500000  37.5000   117.1408   ▆▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▇▆▆▆▆▆▆
8000000  40.0000   124.9346   ▆▆▆▇▇▇▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▇▇▇▆▆▆
8500000  42.5000   132.7312   ▇▇▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000   140.5245   ▇▇▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000   148.3156   ▇▇▇▇▇▇▇▇▇▇████████████████████████▇▇▇▇▇▇▇▇▇▇
10000000  50.0000   156.1082   ▇▇▇▇▇▇▇▇▇██████████████████████████▇▇▇▇▇▇▇▇▇
10500000  52.5000   163.9036   ▇▇▇▇▇▇▇▇████████████████████████████▇▇▇▇▇▇▇▇
11000000  55.0000   171.6969   ▇▇▇▇▇▇████████████████████████████████▇▇▇▇▇▇
11500000  57.5000   179.4977   ▇▇████████████████████████████████████████▇▇
12000000  60.0000   187.2893   ████████████████████████████████████████████
12500000  62.5000   195.0839   ████████████████████████████████████████████
13000000  65.0000   202.8779   ████████████████████████████████████████████
13500000  67.5000   210.6723   ████████████████████████████████████████████
14000000  70.0000   218.4669   ████████████████████████████████████████████
14500000  72.5000   226.2634   ████████████████████████████████████████████
